# Derived from Skretzo/shortest-path transports.tsv
# source commit 6ca996a41a6a4b85d0fdb38dc6d56c66b747e29a
# Adjacent, same-plane Open and Slash transports only.
# BSD-2-Clause; see NOTICE.md.
3097 3107 0	3098 3107 0	Open Door 9398						1
3098 3107 0	3097 3107 0	Open Door 9398						1
3090 3092 0	3089 3092 0	Open Gate 9470						1
3089 3092 0	3090 3092 0	Open Gate 9470						1
3090 3091 0	3089 3091 0	Open Gate 9708						1
3089 3091 0	3090 3091 0	Open Gate 9708						1
3079 3084 0	3078 3084 0	Open Door 9709						1
3078 3084 0	3079 3084 0	Open Door 9709						1
3073 3090 0	3072 3090 0	Open Door 9710						1
3072 3090 0	3073 3090 0	Open Door 9710						1
3086 3126 0	3086 3125 0	Open Door 9716						1
3086 3125 0	3086 3126 0	Open Door 9716						1
3094 9503 0	3095 9503 0	Open Gate 9717						1
3095 9503 0	3094 9503 0	Open Gate 9717						1
3094 9502 0	3095 9502 0	Open Gate 9718						1
3095 9502 0	3094 9502 0	Open Gate 9718						1
3111 9519 0	3110 9519 0	Open Gate 9720						1
3110 9519 0	3111 9519 0	Open Gate 9720						1
3111 9518 0	3110 9518 0	Open Gate 9719						1
3110 9518 0	3111 9518 0	Open Gate 9719						1
3124 3124 0	3125 3124 0	Open Door 9721						1
3125 3124 0	3124 3124 0	Open Door 9721						1
3129 3124 0	3130 3124 0	Open Door 9722						1
3130 3124 0	3129 3124 0	Open Door 9722						1
3122 3103 0	3122 3102 0	Open Door 9723						1
3122 3102 0	3122 3103 0	Open Door 9723						1
3213 3221 0	3212 3221 0	Open Large door 12349						1
3212 3221 0	3213 3221 0	Open Large door 12349						1
3213 3222 0	3212 3222 0	Open Large door 12350						1
3212 3222 0	3213 3222 0	Open Large door 12350						1
3207 3218 0	3207 3217 0	Open Door 12348						1
3207 3217 0	3207 3218 0	Open Door 12348						1
3123 3360 0	3123 3361 0	Open Door 136						1
3123 3361 0	3123 3360 0	Open Door 136						1
3109 3353 0	3109 3354 0	Open Large door 135						3
3106 3362 2	3106 3361 2	Open Door 22						1
3106 3361 2	3106 3362 2	Open Door 22						1
3108 3353 0	3108 3354 0	Open Large door 134						3
2597 3087 0	2596 3087 0	Open Magic guild door 1732	66 Magic					1
2596 3087 0	2597 3087 0	Open Magic guild door 1732						1
2597 3088 0	2596 3088 0	Open Magic guild door 1733	66 Magic					1
2596 3088 0	2597 3088 0	Open Magic guild door 1733						1
2584 3087 0	2585 3087 0	Open Magic guild door 1733	66 Magic					1
2585 3087 0	2584 3087 0	Open Magic guild door 1733						1
2584 3088 0	2585 3088 0	Open Magic guild door 1732	66 Magic					1
2585 3088 0	2584 3088 0	Open Magic guild door 1732						1
2592 3339 0	2592 3338 0	Open Door 2054						1
2592 3338 0	2592 3339 0	Open Door 2054						1
2531 3328 0	2531 3329 0	Open Door 2537						1
2531 3329 0	2531 3328 0	Open Door 2537						1
2530 3314 0	2529 3314 0	Open Door 2528						1
2529 3314 0	2530 3314 0	Open Door 2528						1
2533 3271 0	2533 3272 0	Open Door 37321						1
2533 3272 0	2533 3271 0	Open Door 37321						1
2539 9672 0	2540 9672 0	Open Door 2526						1
2540 9672 0	2539 9672 0	Open Door 2526						1
2540 3273 0	2540 3272 0	Open Door 37321						1
2540 3272 0	2540 3273 0	Open Door 37321						1
3132 9917 0	3132 9918 0	Open Gate 1728
3132 9918 0	3132 9917 0	Open Gate 1728
3131 9917 0	3131 9918 0	Open Gate 1727
3131 9918 0	3131 9917 0	Open Gate 1727
3122 3488 0	3122 3487 0	Open Door 102
3122 3487 0	3122 3488 0	Open Door 102
3222 3491 0	3222 3490 0	Open Door 32464
3222 3490 0	3222 3491 0	Open Door 32464
3222 3479 0	3222 3478 0	Open Door 32464
3222 3478 0	3222 3479 0	Open Door 32464
3263 3406 0	3264 3406 0	Open Gate 2051
3264 3406 0	3263 3406 0	Open Gate 2051
3263 3405 0	3264 3405 0	Open Gate 2050
3264 3405 0	3263 3405 0	Open Gate 2050
3295 3428 0	3296 3428 0	Open Gate 24560				3637>152		2
3296 3428 0	3295 3428 0	Open Gate 24560				3637>152		2
3295 3429 0	3296 3429 0	Open Gate 24561				3637>152		2
3296 3429 0	3295 3429 0	Open Gate 24561				3637>152		2
3267 3228 0	3268 3228 0	Open Gate 44051						1
3268 3228 0	3267 3228 0	Open Gate 44051						1
3267 3227 0	3268 3227 0	Open Gate 44050						1
3268 3227 0	3267 3227 0	Open Gate 44050						1
3298 3124 0	3297 3124 0	Open Prison door 2692
3297 3124 0	3298 3124 0	Open Prison door 2692
3016 3246 0	3015 3246 0	Open Door 59
3015 3246 0	3016 3246 0	Open Door 59
2888 9831 0	2889 9831 0	Open Prison door 2143
2888 9830 0	2889 9830 0	Open Prison door 2144
2889 9830 0	2888 9830 0	Open Prison door 2144
2889 9831 0	2888 9831 0	Open Prison door 2143
2924 9803 0	2923 9803 0	Open Gate 2623		DUSTY_KEY=1
2923 9803 0	2924 9803 0	Open Gate 2623
2900 3473 0	2901 3473 0	Open Door 2861
2901 3473 0	2900 3473 0	Open Door 2861
2758 3482 0	2758 3483 0	Open Gate 26082
2758 3483 0	2758 3482 0	Open Gate 26082
2757 3482 0	2757 3483 0	Open Gate 26081
2757 3483 0	2757 3482 0	Open Gate 26081
2516 10002 0	2516 10003 0	Open Strange wall 4384
2513 10003 0	2513 10002 0	Open Strange wall 4384
2568 3455 0	2568 3456 0	Open Gate 15605
2568 3456 0	2568 3455 0	Open Gate 15605
2567 3455 0	2567 3456 0	Open Gate 15604
2567 3456 0	2567 3455 0	Open Gate 15604
2555 3475 0	2554 3475 0	Open Gate 15604
2554 3475 0	2555 3475 0	Open Gate 15604
2555 3474 0	2554 3474 0	Open Gate 15605
2554 3474 0	2555 3474 0	Open Gate 15605
2568 9893 0	2568 9894 0	Open Door 2002		298=1
2568 9894 0	2568 9893 0	Open Door 2002
3589 3214 0	3589 3215 0	Open Barricade 18054
3589 3215 0	3589 3214 0	Open Barricade 18054
3608 3221 0	3609 3221 0	Open Door 18091
3609 3221 0	3608 3221 0	Open Door 18091
3625 3223 0	3625 3224 0	Open Door 18057
3625 3224 0	3625 3223 0	Open Door 18057
3596 9679 0	3596 9680 0	Open Door 32562
3596 9680 0	3596 9679 0	Open Door 32562
3642 3307 0	3641 3307 0	Open Door 18047
3641 3307 0	3642 3307 0	Open Door 18047
3629 9681 0	3629 9680 0	Open Door 17911
3629 9680 0	3629 9681 0	Open Door 17911
3630 9681 0	3630 9680 0	Open Door 17912
3630 9680 0	3630 9681 0	Open Door 17912
3615 3361 0	3614 3361 0	Open Large door 39253
3614 3361 0	3615 3361 0	Open Large door 39253
3728 9752 1	3728 9753 1	Open Gate 39512
3728 9753 1	3728 9752 1	Open Gate 39512
3728 9765 1	3728 9766 1	Open Gate 39510
3728 9766 1	3728 9765 1	Open Gate 39510
3728 9775 1	3728 9776 1	Open Gate 39510
3728 9776 1	3728 9775 1	Open Gate 39510
3737 9780 1	3738 9780 1	Open Gate 39510
3738 9780 1	3737 9780 1	Open Gate 39510
3746 9780 1	3747 9780 1	Open Gate 39510
3747 9780 1	3746 9780 1	Open Gate 39510
3548 3565 0	3547 3565 0	Open Door 5174
3547 3565 0	3548 3565 0	Open Door 5174
3548 3551 1	3548 3552 1	Open Door 5172
3548 3552 1	3548 3551 1	Open Door 5172
3549 3543 1	3549 3542 1	Open Door 5183
3549 3542 1	3549 3543 1	Open Door 5183
3548 3543 1	3548 3542 1	Open Door 5186
3548 3542 1	3548 3543 1	Open Door 5186
3427 3555 1	3427 3556 1	Open Door 2104
3427 3556 1	3427 3555 1	Open Door 2104
3426 3555 1	3426 3556 1	Open Door 2102
3426 3556 1	3426 3555 1	Open Door 2102
3046 9757 0	3046 9756 0	Open Door 30364	60 Mining					1
3046 9756 0	3046 9757 0	Open Door 30364						1
2933 3289 0	2933 3288 0	Open Guild Door 14910	40 Crafting	BROWN_APRON=1|MAX_CAPE=1|MAX_HOOD=1				1
2933 3288 0	2933 3289 0	Open Guild Door 14910						1
2941 3248 0	2940 3248 0	Open Door 2595		MAZE_KEY=1				1
2940 3248 0	2941 3248 0	Open Door 2595						1
2938 3252 0	2937 3252 0	Open Exit door 2602						1
2925 3244 0	2926 3244 0	Open Red door 2596		1543=1				1
2926 3244 0	2925 3244 0	Open Red door 2596		1543=1				1
2925 3248 0	2926 3248 0	Open Red door 2596		1543=1				1
2926 3248 0	2925 3248 0	Open Red door 2596		1543=1				1
2926 3253 0	2925 3253 0	Open Red door 2596		1543=1				1
2925 3253 0	2926 3253 0	Open Red door 2596		1543=1				1
2877 3546 0	2876 3546 0	Open Door 24318						1
2876 3546 0	2877 3546 0	Open Door 24318						1
2855 3546 0	2855 3545 0	Open Door 24309						1
2855 3545 0	2855 3546 0	Open Door 24309						1
2854 3546 0	2854 3545 0	Open Door 24306						1
2854 3545 0	2854 3546 0	Open Door 24306						1
2842 3541 1	2842 3542 1	Open Door 24312						1
2842 3542 1	2842 3541 1	Open Door 24312						1
2852 3551 1	2853 3551 1	Open Heavy door 15660
2853 3551 1	2852 3551 1	Open Heavy door 15660
2852 3552 1	2853 3552 1	Open Heavy door 15658
2853 3552 1	2852 3552 1	Open Heavy door 15658
2894 3566 0	2894 3567 0	Open Large door 3743
2894 3567 0	2894 3566 0	Open Large door 3743
3095 3957 0	3094 3957 0	Slash Web 733						4
3093 3957 0	3092 3957 0	Slash Web 733						4
3092 3957 0	3093 3957 0	Slash Web 733						4
3094 3957 0	3095 3957 0	Slash Web 733						4
3184 3944 0	3184 3945 0	Open Gate 26760						2
3184 3945 0	3184 3944 0	Open Gate 26760		COINS=7500		4469=0;4468=0;4467=0;		2
3184 3945 0	3184 3944 0	Open Gate 26760		COINS=6000		4469=0;4468=0;4467=1		2
3184 3945 0	3184 3944 0	Open Gate 26760		COINS=3750		4469=0;4468=1		2
3184 3945 0	3184 3944 0	Open Gate 26760				4469=1		2
3371 9312 0	3371 9313 0	Open Door 10431						1
3371 9313 0	3371 9312 0	Open Door 10431						1
3283 2809 0	3283 2810 0	Open Gate 20391						1
3283 2810 0	3283 2809 0	Open Gate 20391						1
3370 2971 0	3371 2971 0	Open Door 6238						1
3371 2971 0	3370 2971 0	Open Door 6238						1
3370 2970 0	3371 2970 0	Open Door 6240						1
3371 2970 0	3370 2970 0	Open Door 6240						1
3304 9376 0	3305 9376 0	Open Gate 6452
3305 9376 0	3304 9376 0	Open Gate 6452
3304 9375 0	3305 9375 0	Open Gate 6451
3305 9375 0	3304 9375 0	Open Gate 6451
3816 2847 0	3817 2847 0	Open Door 22007						1
3817 2847 0	3816 2847 0	Open Door 22007						1
3816 2841 0	3817 2841 0	Open Door 22007
3817 2841 0	3816 2841 0	Open Door 22007
3787 2821 0	3787 2822 0	Open Large door 22437
3787 2822 0	3787 2821 0	Open Large door 22437
3786 2821 0	3786 2822 0	Open Large door 22435
3786 2822 0	3786 2821 0	Open Large door 22435
3484 3244 0	3484 3243 0	Open Gate 12817
3484 3243 0	3484 3244 0	Open Gate 12817
3485 3244 0	3485 3243 0	Open Gate 12816
3485 3243 0	3485 3244 0	Open Gate 12816
2772 4449 0	2772 4450 0	Open Large door 4964
2773 4449 0	2773 4450 0	Open Large door 4964
2799 4453 0	2798 4453 0	Open Door 4962
2798 4453 0	2799 4453 0	Open Door 4962
2773 4450 0	2773 4449 0	Open Large door 4963		GLOWING_FUNGUS=1
2772 4450 0	2772 4449 0	Open Large door 4964		GLOWING_FUNGUS=1
3444 3458 0	3444 3457 0	Open Gate 3506
3443 3458 0	3443 3457 0	Open Gate 3507
3444 3457 0	3444 3458 0	Open Gate 3506
3443 3457 0	3443 3458 0	Open Gate 3507
3405 9895 0	3405 9894 0	Open Gate 3444
3405 9894 0	3405 9895 0	Open Gate 3444
3431 9897 0	3432 9897 0	Open Gate 3445
3432 9897 0	3431 9897 0	Open Gate 3445
3408 3489 0	3409 3489 0	Open Large door 3489
3409 3489 0	3408 3489 0	Open Large door 3489
3408 3488 0	3409 3488 0	Open Large door 3490
3409 3488 0	3408 3488 0	Open Large door 3490
3415 3489 2	3416 3489 2	Open Cell door 3463
3416 3489 2	3415 3489 2	Open Cell door 3463
3129 9290 0	3129 9289 0	Open Door 11070						1
3129 9289 0	3129 9290 0	Open Door 11070						1
3104 9305 0	3104 9306 0	Open Door 11051						1
3104 9306 0	3104 9305 0	Open Door 11051						1
3110 9312 0	3111 9312 0	Open Door 11057						1
3111 9312 0	3110 9312 0	Open Door 11057						1
3104 9318 0	3104 9319 0	Open Door 11055						1
3104 9319 0	3104 9318 0	Open Door 11055						1
3079 9335 0	3079 9334 0	Open Door 11068						1
3079 9334 0	3079 9335 0	Open Door 11068						1
3081 9287 0	3082 9287 0	Open Door 11064						1
3082 9287 0	3081 9287 0	Open Door 11064						1
3097 9312 0	3098 9312 0	Open Door 11053						1
3098 9312 0	3097 9312 0	Open Door 11053						1
3127 9337 0	3126 9337 0	Open Door 11066						1
3126 9337 0	3127 9337 0	Open Door 11066						1
2506 3856 1	2506 3857 1	Open Throne Room Door 4672
2506 3857 1	2506 3856 1	Open Throne Room Door 4672
2506 3863 1	2506 3864 1	Open Throne Room Door 4672
2506 3864 1	2506 3863 1	Open Throne Room Door 4672
2638 10424 0	2639 10424 0	Open Door 21167
2639 10424 0	2638 10424 0	Open Door 21167
2930 10185 0	2930 10186 0	Open Door 6977
2930 10186 0	2930 10185 0	Open Door 6977
2930 10194 0	2930 10195 0	Open Door 6975
2930 10195 0	2930 10194 0	Open Door 6975
1937 4969 0	1937 4970 0	Open Gate 9141
1937 4970 0	1937 4969 0	Open Gate 9141
2823 3555 0	2822 3555 0	Open Door 3745						1
2822 3555 0	2823 3555 0	Open Door 3745						1
2820 3557 0	2820 3558 0	Open Door 3746						1
2820 3558 0	2820 3557 0	Open Door 3746						1
2896 3619 0	2897 3619 0	Open Arena Entrance 3783
2897 3619 0	2896 3619 0	Open Arena Entrance 3783
2896 3618 0	2897 3618 0	Open Arena Entrance 3782
2897 3618 0	2896 3618 0	Open Arena Entrance 3782
2917 3628 0	2917 3629 0	Open Arena Exit 3786
2917 3629 0	2917 3628 0	Open Arena Exit 3786
2916 3628 0	2916 3629 0	Open Arena Exit 3785
2916 3629 0	2916 3628 0	Open Arena Exit 3785
2869 10084 0	2869 10085 0	Open Storeroom Door 3810
2869 10085 0	2869 10084 0	Open Storeroom Door 3810
2611 3393 0	2611 3394 0	Open Door 20925	68 Fishing					1
2611 3394 0	2611 3393 0	Open Door 20925						1
2836 9599 0	2836 9600 0	Open Wall 2606				3741=1		2
2836 9600 0	2836 9599 0	Open Wall 2606						2
1824 9973 0	1825 9973 0	Open Temple Door 34843						2
1825 9973 0	1824 9973 0	Open Temple Door 34843				8398=1		2
1658 3505 0	1657 3505 0	Open Gate 28851	60 Woodcutting					2
1657 3505 0	1658 3505 0	Open Gate 28851						2
1658 3504 0	1657 3504 0	Open Gate 28851	60 Woodcutting					2
1657 3504 0	1658 3504 0	Open Gate 28851						2
1562 3488 0	1563 3488 0	Open Gate 28852	60 Woodcutting					2
1563 3488 0	1562 3488 0	Open Gate 28852						2
1562 3487 0	1563 3487 0	Open Gate 28852	60 Woodcutting					2
1563 3487 0	1562 3487 0	Open Gate 28852						2
1248 3722 0	1248 3723 0	Open Door 34463	45 Farming					1
1248 3723 0	1248 3722 0	Open Door 34463						1
1249 3722 0	1249 3723 0	Open Door 34464	45 Farming					1
1249 3723 0	1249 3722 0	Open Door 34464						1
2709 3495 0	2709 3496 0	Open Odd-looking wall		2887=1|4446=1				2
2709 3496 0	2709 3495 0	Open Odd-looking wall		2887=1|4446=1				2
2344 3662 0	2344 3663 0	Open Colony gate			Swan Song			2
2343 3662 0	2343 3663 0	Open Colony gate			Swan Song			2
2344 3663 0	2344 3662 0	Open Colony gate			Swan Song			2
2343 3663 0	2343 3662 0	Open Colony gate			Swan Song			2
